,Location,Time,AgeGrp,AgeGrpStart,PopMale,PopFemale
662527,Japan,2090,95-99,95,602.082,1308.7089999999998
662528,Japan,2090,100+,100,156.498,631.439
662529,Japan,2091,0-4,0,1598.3139999999999,1514.675
662530,Japan,2091,5-9,5,1661.3410000000001,1574.777
662531,Japan,2091,10-14,10,1718.435,1629.162
662532,Japan,2091,15-19,15,1764.6689999999999,1673.9979999999998
662533,Japan,2091,20-24,20,1800.967,1710.372
662534,Japan,2091,25-29,25,1835.524,1745.4460000000001
662535,Japan,2091,30-34,30,1891.8,1801.025
662536,Japan,2091,35-39,35,1986.342,1893.15
662537,Japan,2091,40-44,40,2099.748,2003.977
662538,Japan,2091,45-49,45,2182.085,2086.861
662539,Japan,2091,50-54,50,2213.1,2123.695
662540,Japan,2091,55-59,55,2212.561,2135.076
662541,Japan,2091,60-64,60,2197.067,2139.712
662542,Japan,2091,65-69,65,2212.803,2186.759
662543,Japan,2091,70-74,70,2295.35,2317.859
662544,Japan,2091,75-79,75,2456.2870000000003,2569.6020000000003
662545,Japan,2091,80-84,80,2325.759,2594.614
662546,Japan,2091,85-89,85,1925.243,2421.19
662547,Japan,2091,90-94,90,1335.9879999999998,2057.194
662548,Japan,2091,95-99,95,613.776,1317.9189999999999
662549,Japan,2091,100+,100,157.141,632.0
662550,Japan,2092,0-4,0,1588.141,1505.1989999999998
662551,Japan,2092,5-9,5,1650.162,1564.3529999999998
662552,Japan,2092,10-14,10,1710.192,1621.5639999999999
662553,Japan,2092,15-19,15,1761.104,1670.849
662554,Japan,2092,20-24,20,1799.5829999999999,1709.251
662555,Japan,2092,25-29,25,1832.231,1742.483
662556,Japan,2092,30-34,30,1881.089,1791.019
662557,Japan,2092,35-39,35,1967.12,1875.039
662558,Japan,2092,40-44,40,2079.161,1984.5639999999999
662559,Japan,2092,45-49,45,2170.0589999999997,2075.578
662560,Japan,2092,50-54,50,2209.6820000000002,2120.578
662561,Japan,2092,55-59,55,2211.855,2134.501
662562,Japan,2092,60-64,60,2194.634,2137.369
662563,Japan,2092,65-69,65,2196.919,2170.68
662564,Japan,2092,70-74,70,2259.111,2280.2470000000003
662565,Japan,2092,75-79,75,2404.7110000000002,2515.203
662566,Japan,2092,80-84,80,2324.925,2592.895
662567,Japan,2092,85-89,85,1924.016,2418.9570000000003
662568,Japan,2092,90-94,90,1324.5620000000001,2029.852
662569,Japan,2092,95-99,95,632.714,1333.4620000000002
662570,Japan,2092,100+,100,157.821,632.594
662571,Japan,2093,0-4,0,1578.285,1495.912
662572,Japan,2093,5-9,5,1638.2089999999998,1553.0479999999998
662573,Japan,2093,10-14,10,1700.0220000000002,1611.967
662574,Japan,2093,15-19,15,1755.601,1665.661
662575,Japan,2093,20-24,20,1797.513,1707.3239999999998
662576,Japan,2093,25-29,25,1829.493,1739.905
662577,Japan,2093,30-34,30,1871.77,1782.1770000000001
662578,Japan,2093,35-39,35,1948.606,1857.4089999999999
662579,Japan,2093,40-44,40,2057.119,1963.531
662580,Japan,2093,45-49,45,2155.5860000000002,2061.683
662581,Japan,2093,50-54,50,2204.59,2115.519
662582,Japan,2093,55-59,55,2210.202,2132.577
662583,Japan,2093,60-64,60,2193.5370000000003,2135.729
662584,Japan,2093,65-69,65,2184.525,2157.437
662585,Japan,2093,70-74,70,2229.581,2248.8579999999997
662586,Japan,2093,75-79,75,2348.653,2453.703
662587,Japan,2093,80-84,80,2326.386,2589.751
662588,Japan,2093,85-89,85,1928.016,2421.411
662589,Japan,2093,90-94,90,1314.37,2014.1329999999998
662590,Japan,2093,95-99,95,646.812,1346.161
662591,Japan,2093,100+,100,158.58,633.387
662592,Japan,2094,0-4,0,1568.3120000000001,1486.356
662593,Japan,2094,5-9,5,1625.5379999999998,1540.8970000000002
662594,Japan,2094,10-14,10,1687.931,1600.342
662595,Japan,2094,15-19,15,1747.741,1658.007
662596,Japan,2094,20-24,20,1794.134,1703.953
662597,Japan,2094,25-29,25,1826.533,1736.9389999999999
662598,Japan,2094,30-34,30,1863.265,1773.9170000000001
662599,Japan,2094,35-39,35,1930.8470000000002,1840.285
662600,Japan,2094,40-44,40,2034.174,1941.384
662601,Japan,2094,45-49,45,2138.339,2044.85
662602,Japan,2094,50-54,50,2196.911,2107.638
662603,Japan,2094,55-59,55,2207.294,2129.013
662604,Japan,2094,60-64,60,2192.4829999999997,2133.555
662605,Japan,2094,65-69,65,2174.494,2146.01
662606,Japan,2094,70-74,70,2203.676,2220.607
662607,Japan,2094,75-79,75,2295.614,2393.183
662608,Japan,2094,80-84,80,2323.083,2577.334
662609,Japan,2094,85-89,85,1941.43,2428.3320000000003
662610,Japan,2094,90-94,90,1316.82,2021.461
662611,Japan,2094,95-99,95,649.2909999999999,1353.239
662612,Japan,2094,100+,100,159.464,634.5219999999999
662613,Japan,2095,0-4,0,1557.638,1475.845
662614,Japan,2095,5-9,5,1612.116,1527.77
662615,Japan,2095,10-14,10,1673.899,1586.5610000000001
662616,Japan,2095,15-19,15,1737.1470000000002,1647.412
662617,Japan,2095,20-24,20,1788.62,1698.21
662618,Japan,2095,25-29,25,1822.5479999999998,1732.6760000000002
662619,Japan,2095,30-34,30,1854.941,1765.505
662620,Japan,2095,35-39,35,1913.6770000000001,1823.3829999999998
662621,Japan,2095,40-44,40,2010.55,1918.2079999999999
662622,Japan,2095,45-49,45,2117.964,2024.605
662623,Japan,2095,50-54,50,2185.806,2095.998
662624,Japan,2095,55-59,55,2202.589,2123.16
662625,Japan,2095,60-64,60,2190.199,2129.553
662626,Japan,2095,65-69,65,2165.702,2135.206
662627,Japan,2095,70-74,70,2179.428,2193.16
662628,Japan,2095,75-79,75,2250.053,2338.507
662629,Japan,2095,80-84,80,2310.3920000000003,2550.889
662630,Japan,2095,85-89,85,1966.191,2442.305
662631,Japan,2095,90-94,90,1340.5479999999998,2054.958
662632,Japan,2095,95-99,95,639.134,1359.477
662633,Japan,2095,100+,100,160.516,636.078
662634,Japan,2096,0-4,0,1550.295,1469.204
662635,Japan,2096,5-9,5,1602.033,1518.586
662636,Japan,2096,10-14,10,1664.469,1578.069
662637,Japan,2096,15-19,15,1730.629,1641.703
662638,Japan,2096,20-24,20,1785.536,1695.674
662639,Japan,2096,25-29,25,1821.3010000000002,1731.855
662640,Japan,2096,30-34,30,1850.672,1761.8339999999998
662641,Japan,2096,35-39,35,1901.386,1812.119
662642,Japan,2096,40-44,40,1990.914,1899.977
662643,Japan,2096,45-49,45,2099.393,2007.42
662644,Japan,2096,50-54,50,2176.1710000000003,2087.365
662645,Japan,2096,55-59,55,2200.346,2121.623
662646,Japan,2096,60-64,60,2190.311,2130.291
662647,Japan,2096,65-69,65,2161.7270000000003,2131.615
662648,Japan,2096,70-74,70,2159.661,2173.779
662649,Japan,2096,75-79,75,2205.494,2293.26
662650,Japan,2096,80-84,80,2266.629,2506.666
662651,Japan,2096,85-89,85,1960.896,2433.209
662652,Japan,2096,90-94,90,1353.719,2045.6870000000001
662653,Japan,2096,95-99,95,650.518,1369.41
662654,Japan,2096,100+,100,162.263,640.509
662655,Japan,2097,0-4,0,1543.8270000000002,1463.386
662656,Japan,2097,5-9,5,1591.97,1509.3670000000002
662657,Japan,2097,10-14,10,1654.0279999999998,1568.54
662658,Japan,2097,15-19,15,1722.6879999999999,1634.5870000000002
662659,Japan,2097,20-24,20,1781.6070000000002,1692.299
662660,Japan,2097,25-29,25,1820.04,1730.991
662661,Japan,2097,30-34,30,1847.63,1759.2879999999998
662662,Japan,2097,35-39,35,1890.977,1802.5770000000002
662663,Japan,2097,40-44,40,1972.04,1882.369
662664,Japan,2097,45-49,45,2079.203,1988.537
662665,Japan,2097,50-54,50,2164.613,2076.677
662666,Japan,2097,55-59,55,2197.416,2119.1079999999997
662667,Japan,2097,60-64,60,2190.1279999999997,2130.349
662668,Japan,2097,65-69,65,2160.317,2130.018
662669,Japan,2097,70-74,70,2145.244,2158.584
662670,Japan,2097,75-79,75,2171.527,2257.028
662671,Japan,2097,80-84,80,2218.5229999999997,2454.345
662672,Japan,2097,85-89,85,1962.0220000000002,2433.325
662673,Japan,2097,90-94,90,1350.578,2032.5420000000001
662674,Japan,2097,95-99,95,662.693,1372.2120000000002
662675,Japan,2097,100+,100,164.481,646.4730000000001
662676,Japan,2098,0-4,0,1537.734,1457.765
662677,Japan,2098,5-9,5,1581.872,1499.93
662678,Japan,2098,10-14,10,1642.2939999999999,1557.558
662679,Japan,2098,15-19,15,1712.829,1625.4070000000002
662680,Japan,2098,20-24,20,1776.3239999999998,1687.4370000000001
662681,Japan,2098,25-29,25,1818.101,1729.289
662682,Japan,2098,30-34,30,1845.05,1756.9679999999998
662683,Japan,2098,35-39,35,1881.868,1794.036
662684,Japan,2098,40-44,40,1953.785,1865.08
662685,Japan,2098,45-49,45,2057.508,1967.892
662686,Japan,2098,50-54,50,2150.5660000000003,2063.2270000000003
662687,Japan,2098,55-59,55,2192.825,2114.524
662688,Japan,2098,60-64,60,2189.1020000000003,2128.959
662689,Japan,2098,65-69,65,2160.1620000000003,2129.022
662690,Japan,2098,70-74,70,2134.6,2146.297
662691,Japan,2098,75-79,75,2145.048,2227.294
662692,Japan,2098,80-84,80,2169.596,2396.694
662693,Japan,2098,85-89,85,1964.203,2431.949
662694,Japan,2098,90-94,90,1350.139,2032.441
662695,Japan,2098,95-99,95,670.3860000000001,1371.521
662696,Japan,2098,100+,100,167.245,654.061
662697,Japan,2099,0-4,0,1531.5929999999998,1451.771
662698,Japan,2099,5-9,5,1571.515,1489.9129999999998
662699,Japan,2099,10-14,10,1629.0970000000002,1544.808
662700,Japan,2099,15-19,15,1700.7479999999998,1613.6960000000001
662701,Japan,2099,20-24,20,1769.05,1680.293
662702,Japan,2099,25-29,25,1814.725,1725.839
662703,Japan,2099,30-34,30,1842.0079999999998,1753.8120000000001
662704,Japan,2099,35-39,35,1873.297,1785.5870000000002
662705,Japan,2099,40-44,40,1936.006,1847.7879999999998
662706,Japan,2099,45-49,45,2034.6429999999998,1945.62
662707,Japan,2099,50-54,50,2133.484,2046.2939999999999
662708,Japan,2099,55-59,55,2185.433,2106.5879999999997
662709,Japan,2099,60-64,60,2186.698,2125.417
662710,Japan,2099,65-69,65,2159.649,2126.936
662711,Japan,2099,70-74,70,2126.07,2135.323
662712,Japan,2099,75-79,75,2122.761,2200.276
662713,Japan,2099,80-84,80,2126.696,2340.618
662714,Japan,2099,85-89,85,1966.875,2424.609
662715,Japan,2099,90-94,90,1360.976,2051.478
662716,Japan,2099,95-99,95,671.4689999999999,1373.717
662717,Japan,2099,100+,100,170.63099999999997,663.332
662718,Japan,2100,0-4,0,1525.203,1445.105
662719,Japan,2100,5-9,5,1560.624,1478.9779999999998
662720,Japan,2100,10-14,10,1614.442,1530.215
662721,Japan,2100,15-19,15,1686.2620000000002,1599.1960000000001
662722,Japan,2100,20-24,20,1759.08,1670.089
662723,Japan,2100,25-29,25,1809.2379999999998,1719.8829999999998
662724,Japan,2100,30-34,30,1837.726,1748.974
662725,Japan,2100,35-39,35,1864.6,1776.493
662726,Japan,2100,40-44,40,1918.497,1830.203
662727,Japan,2100,45-49,45,2010.787,1921.8
662728,Japan,2100,50-54,50,2112.97,2025.4070000000002
662729,Japan,2100,55-59,55,2174.355,2094.353
662730,Japan,2100,60-64,60,2182.246,2119.04
662731,Japan,2100,65-69,65,2157.49,2122.437
662732,Japan,2100,70-74,70,2118.362,2124.326
662733,Japan,2100,75-79,75,2102.77,2173.565
662734,Japan,2100,80-84,80,2093.383,2290.694
662735,Japan,2100,85-89,85,1969.239,2411.279
662736,Japan,2100,90-94,90,1390.825,2090.8579999999997
662737,Japan,2100,95-99,95,665.247,1384.035
662738,Japan,2100,100+,100,174.72400000000002,674.378
