,Location,Time,AgeGrp,AgeGrpStart,PopMale,PopFemale
660590,Japan,1998,70-74,70,2337.07,3044.472
660591,Japan,1998,75-79,75,1397.7979999999998,2278.791
660592,Japan,1998,80-84,80,856.2639999999999,1565.545
660593,Japan,1998,85-89,85,435.476,917.2439999999999
660594,Japan,1998,90-94,90,130.89600000000002,333.32800000000003
660595,Japan,1998,95-99,95,25.729,78.577
660596,Japan,1998,100+,100,1.3419999999999999,5.385
660597,Japan,1999,0-4,0,3074.054,2913.215
660598,Japan,1999,5-9,5,3199.4809999999998,3033.522
660599,Japan,1999,10-14,10,3555.659,3372.5359999999996
660600,Japan,1999,15-19,15,3981.653,3786.926
660601,Japan,1999,20-24,20,4508.6320000000005,4314.2390000000005
660602,Japan,1999,25-29,25,5130.963,4911.335999999999
660603,Japan,1999,30-34,30,4341.952,4205.133
660604,Japan,1999,35-39,35,4070.655,3917.974
660605,Japan,1999,40-44,40,4105.473,3963.7790000000005
660606,Japan,1999,45-49,45,4803.311,4678.677
660607,Japan,1999,50-54,50,5199.0740000000005,5176.784000000001
660608,Japan,1999,55-59,55,4193.303,4315.528
660609,Japan,1999,60-64,60,3703.184,3928.926
660610,Japan,1999,65-69,65,3243.675,3682.8509999999997
660611,Japan,1999,70-74,70,2481.486,3143.7470000000003
660612,Japan,1999,75-79,75,1473.0739999999998,2385.179
660613,Japan,1999,80-84,80,875.1389999999999,1617.665
660614,Japan,1999,85-89,85,451.369,974.715
660615,Japan,1999,90-94,90,135.38,357.05
660616,Japan,1999,95-99,95,26.506,84.40100000000001
660617,Japan,1999,100+,100,1.518,6.3389999999999995
660618,Japan,2000,0-4,0,3057.677,2897.507
660619,Japan,2000,5-9,5,3147.172,2983.897
660620,Japan,2000,10-14,10,3472.821,3293.941
660621,Japan,2000,15-19,15,3903.867,3708.449
660622,Japan,2000,20-24,20,4314.413,4134.999
660623,Japan,2000,25-29,25,5160.062,4932.94
660624,Japan,2000,30-34,30,4457.374,4316.022
660625,Japan,2000,35-39,35,4112.168,3961.79
660626,Japan,2000,40-44,40,4028.906,3889.5359999999996
660627,Japan,2000,45-49,45,4622.217000000001,4493.0740000000005
660628,Japan,2000,50-54,50,5259.29,5219.335
660629,Japan,2000,55-59,55,4329.6990000000005,4445.210999999999
660630,Japan,2000,60-64,60,3754.61,3967.9179999999997
660631,Japan,2000,65-69,65,3298.862,3728.212
660632,Japan,2000,70-74,70,2605.706,3238.1459999999997
660633,Japan,2000,75-79,75,1573.0079999999998,2495.416
660634,Japan,2000,80-84,80,904.518,1690.013
660635,Japan,2000,85-89,85,460.31,1027.553
660636,Japan,2000,90-94,90,137.542,386.126
660637,Japan,2000,95-99,95,22.625999999999998,82.015
660638,Japan,2000,100+,100,1.724,7.496
660639,Japan,2001,0-4,0,3057.3740000000003,2897.051
660640,Japan,2001,5-9,5,3106.7270000000003,2945.723
660641,Japan,2001,10-14,10,3393.5570000000002,3219.158
660642,Japan,2001,15-19,15,3819.973,3626.134
660643,Japan,2001,20-24,20,4178.235,4003.0370000000003
660644,Japan,2001,25-29,25,5092.392,4867.8859999999995
660645,Japan,2001,30-34,30,4605.647,4453.644
660646,Japan,2001,35-39,35,4154.1759999999995,4009.6
660647,Japan,2001,40-44,40,3982.637,3846.027
660648,Japan,2001,45-49,45,4455.146,4327.084
660649,Japan,2001,50-54,50,5224.607,5175.09
660650,Japan,2001,55-59,55,4492.991,4602.194
660651,Japan,2001,60-64,60,3803.191,4015.187
660652,Japan,2001,65-69,65,3336.994,3756.035
660653,Japan,2001,70-74,70,2695.738,3313.8590000000004
660654,Japan,2001,75-79,75,1680.565,2590.155
660655,Japan,2001,80-84,80,939.7639999999999,1759.5379999999998
660656,Japan,2001,85-89,85,481.27099999999996,1071.983
660657,Japan,2001,90-94,90,160.24,438.476
660658,Japan,2001,95-99,95,27.002,96.911
660659,Japan,2001,100+,100,1.9609999999999999,8.863999999999999
660660,Japan,2002,0-4,0,3029.949,2871.011
660661,Japan,2002,5-9,5,3081.59,2921.835
660662,Japan,2002,10-14,10,3319.926,3149.3320000000003
660663,Japan,2002,15-19,15,3731.696,3541.4590000000003
660664,Japan,2002,20-24,20,4087.672,3910.657
660665,Japan,2002,25-29,25,4925.697,4713.241
660666,Japan,2002,30-34,30,4795.8859999999995,4625.122
660667,Japan,2002,35-39,35,4194.327,4058.008
660668,Japan,2002,40-44,40,3977.005,3840.531
660669,Japan,2002,45-49,45,4303.47,4178.380999999999
660670,Japan,2002,50-54,50,5104.744000000001,5045.704000000001
660671,Japan,2002,55-59,55,4700.416,4796.434
660672,Japan,2002,60-64,60,3856.342,4072.6479999999997
660673,Japan,2002,65-69,65,3374.973,3776.86
660674,Japan,2002,70-74,70,2772.258,3387.658
660675,Japan,2002,75-79,75,1808.07,2690.62
660676,Japan,2002,80-84,80,977.176,1843.1879999999999
660677,Japan,2002,85-89,85,496.481,1109.62
660678,Japan,2002,90-94,90,177.696,481.875
660679,Japan,2002,95-99,95,33.722,117.117
660680,Japan,2002,100+,100,2.228,10.45
660681,Japan,2003,0-4,0,2985.6659999999997,2829.0409999999997
660682,Japan,2003,5-9,5,3070.0159999999996,2910.605
660683,Japan,2003,10-14,10,3252.0690000000004,3084.7009999999996
660684,Japan,2003,15-19,15,3641.031,3455.653
660685,Japan,2003,20-24,20,4027.448,3844.9840000000004
660686,Japan,2003,25-29,25,4698.829000000001,4503.521
660687,Japan,2003,30-34,30,4986.809,4794.186
660688,Japan,2003,35-39,35,4243.487,4114.969
660689,Japan,2003,40-44,40,4002.435,3864.866
660690,Japan,2003,45-49,45,4171.29,4050.292
660691,Japan,2003,50-54,50,4927.9890000000005,4859.339
660692,Japan,2003,55-59,55,4911.759,4990.147
660693,Japan,2003,60-64,60,3923.927,4146.795999999999
660694,Japan,2003,65-69,65,3416.0229999999997,3796.8259999999996
660695,Japan,2003,70-74,70,2839.336,3456.5170000000003
660696,Japan,2003,75-79,75,1943.882,2793.982
660697,Japan,2003,80-84,80,1023.049,1938.7060000000001
660698,Japan,2003,85-89,85,508.606,1147.163
660699,Japan,2003,90-94,90,190.69099999999997,522.3580000000001
660700,Japan,2003,95-99,95,39.26,135.316
660701,Japan,2003,100+,100,2.5269999999999997,12.270999999999999
660702,Japan,2004,0-4,0,2942.1220000000003,2787.716
660703,Japan,2004,5-9,5,3064.655,2905.147
660704,Japan,2004,10-14,10,3192.599,3027.92
660705,Japan,2004,15-19,15,3552.3179999999998,3371.72
660706,Japan,2004,20-24,20,3968.58,3781.19
660707,Japan,2004,25-29,25,4476.634,4296.419
660708,Japan,2004,30-34,30,5114.525,4904.933
660709,Japan,2004,35-39,35,4321.0109999999995,4195.281
660710,Japan,2004,40-44,40,4041.5429999999997,3903.8920000000003
660711,Japan,2004,45-49,45,4063.277,3945.6679999999997
660712,Japan,2004,50-54,50,4739.49,4661.693
660713,Japan,2004,55-59,55,5066.089,5126.048
660714,Japan,2004,60-64,60,4022.072,4247.642
660715,Japan,2004,65-69,65,3463.935,3825.178
660716,Japan,2004,70-74,70,2901.91,3516.62
660717,Japan,2004,75-79,75,2071.67,2896.0879999999997
660718,Japan,2004,80-84,80,1085.357,2042.065
660719,Japan,2004,85-89,85,522.793,1197.073
660720,Japan,2004,90-94,90,197.332,559.462
660721,Japan,2004,95-99,95,40.875,146.44
660722,Japan,2004,100+,100,2.861,14.34
660723,Japan,2005,0-4,0,2911.255,2758.199
660724,Japan,2005,5-9,5,3054.652,2895.218
660725,Japan,2005,10-14,10,3145.377,2982.645
660726,Japan,2005,15-19,15,3468.618,3291.867
660727,Japan,2005,20-24,20,3893.4440000000004,3704.072
660728,Japan,2005,25-29,25,4300.694,4129.004
660729,Japan,2005,30-34,30,5140.97,4923.963
660730,Japan,2005,35-39,35,4435.668,4305.103
660731,Japan,2005,40-44,40,4082.93,3947.289
660732,Japan,2005,45-49,45,3984.145,3867.869
660733,Japan,2005,50-54,50,4567.895,4482.226
660734,Japan,2005,55-59,55,5127.709,5170.217000000001
660735,Japan,2005,60-64,60,4157.768,4378.215
660736,Japan,2005,65-69,65,3521.2009999999996,3867.9120000000003
660737,Japan,2005,70-74,70,2962.803,3566.373
660738,Japan,2005,75-79,75,2182.9610000000002,2993.6540000000005
660739,Japan,2005,80-84,80,1167.545,2150.415
660740,Japan,2005,85-89,85,542.159,1265.887
660741,Japan,2005,90-94,90,197.90099999999998,595.837
660742,Japan,2005,95-99,95,36.662,147.90200000000002
660743,Japan,2005,100+,100,3.2289999999999996,16.662
660744,Japan,2006,0-4,0,2870.5490000000004,2719.697
660745,Japan,2006,5-9,5,3039.2540000000004,2880.685
660746,Japan,2006,10-14,10,3114.007,2953.005
660747,Japan,2006,15-19,15,3391.7859999999996,3219.292
660748,Japan,2006,20-24,20,3813.3179999999998,3624.797
660749,Japan,2006,25-29,25,4170.311,4002.3959999999997
660750,Japan,2006,30-34,30,5081.133,4866.656
660751,Japan,2006,35-39,35,4592.878,4452.198
660752,Japan,2006,40-44,40,4137.374,4007.5229999999997
660753,Japan,2006,45-49,45,3943.563,3829.1679999999997
660754,Japan,2006,50-54,50,4402.1179999999995,4314.962
660755,Japan,2006,55-59,55,5098.198,5130.544
660756,Japan,2006,60-64,60,4318.793,4535.6
660757,Japan,2006,65-69,65,3572.617,3917.873
660758,Japan,2006,70-74,70,3004.585,3596.6020000000003
660759,Japan,2006,75-79,75,2261.1929999999998,3066.566
660760,Japan,2006,80-84,80,1256.991,2235.933
660761,Japan,2006,85-89,85,574.357,1330.203
660762,Japan,2006,90-94,90,216.99400000000003,640.161
660763,Japan,2006,95-99,95,43.56399999999999,172.388
660764,Japan,2006,100+,100,3.639,19.269000000000002
660765,Japan,2007,0-4,0,2853.995,2704.261
660766,Japan,2007,5-9,5,3014.224,2857.1059999999998
660767,Japan,2007,10-14,10,3094.188,2934.3190000000004
660768,Japan,2007,15-19,15,3316.8320000000003,3148.4040000000005
660769,Japan,2007,20-24,20,3725.531,3540.361
660770,Japan,2007,25-29,25,4080.954,3911.236
660771,Japan,2007,30-34,30,4917.93,4715.625
660772,Japan,2007,35-39,35,4787.41,4628.955
660773,Japan,2007,40-44,40,4185.891,4064.7309999999998
660774,Japan,2007,45-49,45,3945.4790000000003,3830.8559999999998
660775,Japan,2007,50-54,50,4247.035,4160.897
660776,Japan,2007,55-59,55,4982.99,5003.3009999999995
660777,Japan,2007,60-64,60,4519.380999999999,4726.545999999999
660778,Japan,2007,65-69,65,3624.757,3975.308
660779,Japan,2007,70-74,70,3045.781,3619.28
660780,Japan,2007,75-79,75,2329.334,3137.97
660781,Japan,2007,80-84,80,1358.058,2327.275
660782,Japan,2007,85-89,85,601.7040000000001,1399.674
660783,Japan,2007,90-94,90,227.88299999999998,665.7660000000001
660784,Japan,2007,95-99,95,53.457,203.16099999999997
660785,Japan,2007,100+,100,4.081,22.123
660786,Japan,2008,0-4,0,2854.07,2704.574
660787,Japan,2008,5-9,5,2979.67,2824.434
660788,Japan,2008,10-14,10,3082.6009999999997,2923.343
660789,Japan,2008,15-19,15,3247.3070000000002,3082.365
660790,Japan,2008,20-24,20,3633.663,3453.413
660791,Japan,2008,25-29,25,4018.968,3843.958
660792,Japan,2008,30-34,30,4692.18,4507.053
660793,Japan,2008,35-39,35,4979.545999999999,4800.293
660794,Japan,2008,40-44,40,4239.646,4126.951
660795,Japan,2008,45-49,45,3980.6690000000003,3864.922
660796,Japan,2008,50-54,50,4110.8820000000005,4027.195
660797,Japan,2008,55-59,55,4810.512,4816.86
660798,Japan,2008,60-64,60,4721.726,4914.962
660799,Japan,2008,65-69,65,3688.567,4047.448
660800,Japan,2008,70-74,70,3089.895,3640.845
660801,Japan,2008,75-79,75,2392.577,3205.757
660802,Japan,2008,80-84,80,1462.611,2423.8
660803,Japan,2008,85-89,85,629.153,1473.3139999999999
660804,Japan,2008,90-94,90,234.94400000000002,689.35
660805,Japan,2008,95-99,95,60.849,228.051
660806,Japan,2008,100+,100,4.539,25.180999999999997
660807,Japan,2009,0-4,0,2856.632,2706.947
660808,Japan,2009,5-9,5,2941.3759999999997,2787.913
660809,Japan,2009,10-14,10,3071.4309999999996,2912.442
660810,Japan,2009,15-19,15,3188.2729999999997,3025.812
660811,Japan,2009,20-24,20,3543.95,3368.4440000000004
660812,Japan,2009,25-29,25,3957.8940000000002,3777.762
660813,Japan,2009,30-34,30,4470.941,4300.435
660814,Japan,2009,35-39,35,5108.073,4912.287
660815,Japan,2009,40-44,40,4320.212,4210.744000000001
660816,Japan,2009,45-49,45,4031.447,3915.4320000000002
660817,Japan,2009,50-54,50,4003.321,3921.0370000000003
660818,Japan,2009,55-59,55,4626.112,4617.787
660819,Japan,2009,60-64,60,4869.275,5046.306
660820,Japan,2009,65-69,65,3782.277,4145.788
660821,Japan,2009,70-74,70,3141.408,3671.381
660822,Japan,2009,75-79,75,2455.385,3267.548
660823,Japan,2009,80-84,80,1560.0520000000001,2522.596
660824,Japan,2009,85-89,85,666.9630000000001,1557.592
660825,Japan,2009,90-94,90,238.517,717.7719999999999
660826,Japan,2009,95-99,95,61.943000000000005,240.312
660827,Japan,2009,100+,100,4.9910000000000005,28.386
660828,Japan,2010,0-4,0,2852.113,2702.031
660829,Japan,2010,5-9,5,2908.8109999999997,2756.296
660830,Japan,2010,10-14,10,3053.1240000000003,2894.176
660831,Japan,2010,15-19,15,3142.232,2980.9759999999997
660832,Japan,2010,20-24,20,3460.155,3287.982
660833,Japan,2010,25-29,25,3881.491,3698.555
660834,Japan,2010,30-34,30,4296.178,4133.042
660835,Japan,2010,35-39,35,5136.315,4932.402
660836,Japan,2010,40-44,40,4437.982,4323.485
660837,Japan,2010,45-49,45,4084.985,3970.2329999999997
660838,Japan,2010,50-54,50,3931.16,3847.508
660839,Japan,2010,55-59,55,4458.607,4436.398
660840,Japan,2010,60-64,60,4928.857,5087.708
660841,Japan,2010,65-69,65,3913.9640000000004,4273.924
660842,Japan,2010,70-74,70,3202.788,3716.92
660843,Japan,2010,75-79,75,2519.32,3322.0490000000004
660844,Japan,2010,80-84,80,1646.514,2620.319
660845,Japan,2010,85-89,85,718.9860000000001,1652.0770000000002
660846,Japan,2010,90-94,90,240.96900000000002,761.76
660847,Japan,2010,95-99,95,54.538999999999994,238.31099999999998
660848,Japan,2010,100+,100,5.419,31.688000000000002
660849,Japan,2011,0-4,0,2857.042,2707.447
660850,Japan,2011,5-9,5,2887.651,2736.95
660851,Japan,2011,10-14,10,3032.965,2875.914
660852,Japan,2011,15-19,15,3112.947,2954.116
660853,Japan,2011,20-24,20,3384.722,3217.276
660854,Japan,2011,25-29,25,3803.685,3622.1040000000003
660855,Japan,2011,30-34,30,4168.85,4009.5440000000003
660856,Japan,2011,35-39,35,5072.77,4871.544
660857,Japan,2011,40-44,40,4586.139,4462.045
660858,Japan,2011,45-49,45,4132.226,4023.882
660859,Japan,2011,50-54,50,3894.7909999999997,3812.382
660860,Japan,2011,55-59,55,4297.392,4270.295999999999
660861,Japan,2011,60-64,60,4898.612,5046.919
660862,Japan,2011,65-69,65,4066.0429999999997,4426.348
660863,Japan,2011,70-74,70,3251.116,3764.691
660864,Japan,2011,75-79,75,2559.853,3348.554
660865,Japan,2011,80-84,80,1710.339,2680.171
660866,Japan,2011,85-89,85,788.0219999999999,1722.4620000000002
660867,Japan,2011,90-94,90,265.505,818.1389999999999
660868,Japan,2011,95-99,95,59.839,256.692
660869,Japan,2011,100+,100,5.825,35.156
660870,Japan,2012,0-4,0,2851.763,2702.942
660871,Japan,2012,5-9,5,2873.1490000000003,2723.679
660872,Japan,2012,10-14,10,3004.9159999999997,2849.803
660873,Japan,2012,15-19,15,3098.05,2940.585
660874,Japan,2012,20-24,20,3312.2009999999996,3148.85
660875,Japan,2012,25-29,25,3719.133,3541.009
660876,Japan,2012,30-34,30,4083.676,3922.263
660877,Japan,2012,35-39,35,4912.107,4722.263
660878,Japan,2012,40-44,40,4774.274,4632.31
660879,Japan,2012,45-49,45,4173.254,4073.437
660880,Japan,2012,50-54,50,3901.313,3817.8070000000002
660881,Japan,2012,55-59,55,4147.895,4118.198
660882,Japan,2012,60-64,60,4790.33,4922.459
660883,Japan,2012,65-69,65,4258.161,4613.555
660884,Japan,2012,70-74,70,3301.0559999999996,3821.69
660885,Japan,2012,75-79,75,2602.217,3372.203
660886,Japan,2012,80-84,80,1768.6760000000002,2743.177
660887,Japan,2012,85-89,85,857.212,1795.191
660888,Japan,2012,90-94,90,281.449,859.4739999999999
660889,Japan,2012,95-99,95,67.953,278.92
660890,Japan,2012,100+,100,6.212000000000001,38.759
660891,Japan,2013,0-4,0,2835.454,2687.5759999999996
660892,Japan,2013,5-9,5,2865.548,2716.5840000000003
660893,Japan,2013,10-14,10,2970.864,2817.482
660894,Japan,2013,15-19,15,3091.722,2934.6740000000004
660895,Japan,2013,20-24,20,3245.884,3085.687
660896,Japan,2013,25-29,25,3630.56,3457.0679999999998
660897,Japan,2013,30-34,30,4025.4590000000003,3858.125
660898,Japan,2013,35-39,35,4694.185,4519.941
660899,Japan,2013,40-44,40,4962.14,4798.593
660900,Japan,2013,45-49,45,4220.590999999999,4128.26
660901,Japan,2013,50-54,50,3939.02,3853.257
660902,Japan,2013,55-59,55,4017.985,3986.978
660903,Japan,2013,60-64,60,4630.292,4741.094
660904,Japan,2013,65-69,65,4453.205,4799.295
660905,Japan,2013,70-74,70,3363.08,3893.908
660906,Japan,2013,75-79,75,2649.907,3397.8920000000003
660907,Japan,2013,80-84,80,1826.479,2808.777
660908,Japan,2013,85-89,85,920.3530000000001,1869.205
660909,Japan,2013,90-94,90,295.462,900.2739999999999
660910,Japan,2013,95-99,95,74.28,298.04400000000004
660911,Japan,2013,100+,100,6.587000000000001,42.418
660912,Japan,2014,0-4,0,2808.41,2661.558
660913,Japan,2014,5-9,5,2861.382,2712.284
660914,Japan,2014,10-14,10,2937.401,2785.164
660915,Japan,2014,15-19,15,3084.127,2926.9320000000002
660916,Japan,2014,20-24,20,3190.361,3032.199
660917,Japan,2014,25-29,25,3543.329,3374.125
660918,Japan,2014,30-34,30,3967.147,3793.9559999999997
660919,Japan,2014,35-39,35,4483.022,4321.599
660920,Japan,2014,40-44,40,5088.596,4907.226
660921,Japan,2014,45-49,45,4296.04,4205.504
660922,Japan,2014,50-54,50,3988.678,3901.2690000000002
660923,Japan,2014,55-59,55,3916.83,3883.36
660924,Japan,2014,60-64,60,4459.78,4547.287
660925,Japan,2014,65-69,65,4596.509,4929.214
660926,Japan,2014,70-74,70,3454.8070000000002,3992.107
660927,Japan,2014,75-79,75,2706.151,3434.31
660928,Japan,2014,80-84,80,1885.704,2874.264
660929,Japan,2014,85-89,85,979.842,1951.421
660930,Japan,2014,90-94,90,307.0,944.2539999999999
660931,Japan,2014,95-99,95,74.702,307.785
660932,Japan,2014,100+,100,6.9639999999999995,46.03
660933,Japan,2015,0-4,0,2770.5609999999997,2624.755
660934,Japan,2015,5-9,5,2854.5840000000003,2704.942
660935,Japan,2015,10-14,10,2910.829,2758.8109999999997
660936,Japan,2015,15-19,15,3068.6009999999997,2910.9590000000003
660937,Japan,2015,20-24,20,3148.219,2990.863
660938,Japan,2015,25-29,25,3461.323,3295.0609999999997
660939,Japan,2015,30-34,30,3892.948,3716.336
660940,Japan,2015,35-39,35,4317.935,4162.344
660941,Japan,2015,40-44,40,5118.291,4927.277
660942,Japan,2015,45-49,45,4409.773,4312.725
660943,Japan,2015,50-54,50,4038.382,3950.663
660944,Japan,2015,55-59,55,3850.49,3811.8059999999996
660945,Japan,2015,60-64,60,4305.167,4370.6179999999995
660946,Japan,2015,65-69,65,4657.03,4971.24
660947,Japan,2015,70-74,70,3584.158,4120.153
660948,Japan,2015,75-79,75,2772.327,3486.903
660949,Japan,2015,80-84,80,1946.604,2937.192
660950,Japan,2015,85-89,85,1033.88,2040.731
660951,Japan,2015,90-94,90,322.58,1002.498
660952,Japan,2015,95-99,95,65.711,302.975
660953,Japan,2015,100+,100,7.352,49.542
660954,Japan,2016,0-4,0,2730.8720000000003,2587.5820000000003
660955,Japan,2016,5-9,5,2845.138,2696.5820000000003
660956,Japan,2016,10-14,10,2895.0229999999997,2744.4790000000003
660957,Japan,2016,15-19,15,3045.677,2889.855
660958,Japan,2016,20-24,20,3120.013,2964.6079999999997
660959,Japan,2016,25-29,25,3387.52,3225.386
660960,Japan,2016,30-34,30,3815.577,3639.955
660961,Japan,2016,35-39,35,4186.899,4034.636
660962,Japan,2016,40-44,40,5058.264,4869.556
660963,Japan,2016,45-49,45,4556.483,4449.995
660964,Japan,2016,50-54,50,4084.925,4003.677
660965,Japan,2016,55-59,55,3816.533,3777.8
660966,Japan,2016,60-64,60,4152.822,4208.164000000001
660967,Japan,2016,65-69,65,4632.4,4931.869000000001
660968,Japan,2016,70-74,70,3731.3070000000002,4268.754
660969,Japan,2016,75-79,75,2820.3190000000004,3532.973
660970,Japan,2016,80-84,80,1989.964,2961.468
660971,Japan,2016,85-89,85,1094.662,2098.389
660972,Japan,2016,90-94,90,372.98699999999997,1074.748
660973,Japan,2016,95-99,95,73.467,331.212
660974,Japan,2016,100+,100,7.766,52.961000000000006
660975,Japan,2017,0-4,0,2668.684,2528.955
660976,Japan,2017,5-9,5,2834.4570000000003,2686.788
660977,Japan,2017,10-14,10,2884.607,2735.0009999999997
660978,Japan,2017,15-19,15,3015.4190000000003,2861.47
660979,Japan,2017,20-24,20,3106.173,2951.763
660980,Japan,2017,25-29,25,3316.6540000000005,3158.058
660981,Japan,2017,30-34,30,3732.9640000000004,3560.353
660982,Japan,2017,35-39,35,4099.456,3944.619
660983,Japan,2017,40-44,40,4901.851,4723.735
660984,Japan,2017,45-49,45,4744.025,4619.776
660985,Japan,2017,50-54,50,4126.544,4053.5209999999997
660986,Japan,2017,55-59,55,3825.264,3784.534
660987,Japan,2017,60-64,60,4011.632,4060.072
660988,Japan,2017,65-69,65,4536.295999999999,4812.769
660989,Japan,2017,70-74,70,3917.99,4453.818
660990,Japan,2017,75-79,75,2870.653,3590.528
660991,Japan,2017,80-84,80,2033.94,2986.455
660992,Japan,2017,85-89,85,1147.287,2156.621
660993,Japan,2017,90-94,90,413.452,1125.093
660994,Japan,2017,95-99,95,86.66,370.259
660995,Japan,2017,100+,100,8.211,56.321000000000005
660996,Japan,2018,0-4,0,2593.366,2457.7039999999997
660997,Japan,2018,5-9,5,2821.107,2674.198
660998,Japan,2018,10-14,10,2876.5840000000003,2727.5029999999997
660999,Japan,2018,15-19,15,2981.7690000000002,2829.5190000000002
661000,Japan,2018,20-24,20,3100.349,2946.256
661001,Japan,2018,25-29,25,3251.409,3095.676
661002,Japan,2018,30-34,30,3645.948,3477.639
661003,Japan,2018,35-39,35,4042.365,3881.362
661004,Japan,2018,40-44,40,4686.309,4522.951
661005,Japan,2018,45-49,45,4932.337,4786.766
661006,Japan,2018,50-54,50,4175.184,4109.295999999999
661007,Japan,2018,55-59,55,3864.5690000000004,3821.152
661008,Japan,2018,60-64,60,3889.29,3932.81
661009,Japan,2018,65-69,65,4392.339,4639.3859999999995
661010,Japan,2018,70-74,70,4108.032,4639.068
661011,Japan,2018,75-79,75,2934.658,3664.7340000000004
661012,Japan,2018,80-84,80,2083.716,3018.177
661013,Japan,2018,85-89,85,1192.059,2214.536
661014,Japan,2018,90-94,90,448.14599999999996,1173.105
661015,Japan,2018,95-99,95,98.266,403.97900000000004
661016,Japan,2018,100+,100,8.69,59.881
661017,Japan,2019,0-4,0,2518.725,2386.805
661018,Japan,2019,5-9,5,2802.042,2655.8540000000003
661019,Japan,2019,10-14,10,2867.7670000000003,2718.8540000000003
661020,Japan,2019,15-19,15,2951.127,2799.9990000000003
661021,Japan,2019,20-24,20,3092.27,2938.195
661022,Japan,2019,25-29,25,3195.6420000000003,3041.975
661023,Japan,2019,30-34,30,3558.8759999999997,3394.703
661024,Japan,2019,35-39,35,3988.022,3821.077
661025,Japan,2019,40-44,40,4474.486,4323.266
661026,Japan,2019,45-49,45,5059.545,4896.45
661027,Japan,2019,50-54,50,4251.5109999999995,4187.198
661028,Japan,2019,55-59,55,3914.985,3869.6459999999997
661029,Japan,2019,60-64,60,3794.708,3832.4320000000002
661030,Japan,2019,65-69,65,4237.635,4453.649
661031,Japan,2019,70-74,70,4249.293,4770.2029999999995
661032,Japan,2019,75-79,75,3029.25,3765.873
661033,Japan,2019,80-84,80,2142.1220000000003,3064.6
661034,Japan,2019,85-89,85,1236.61,2278.049
661035,Japan,2019,90-94,90,473.936,1224.732
661036,Japan,2019,95-99,95,102.55,422.445
661037,Japan,2019,100+,100,9.208,63.983999999999995
661038,Japan,2020,0-4,0,2453.834,2324.647
661039,Japan,2020,5-9,5,2773.482,2628.006
661040,Japan,2020,10-14,10,2856.888,2707.638
661041,Japan,2020,15-19,15,2926.7870000000003,2775.8579999999997
661042,Japan,2020,20-24,20,3075.58,2921.297
661043,Japan,2020,25-29,25,3151.5559999999996,2998.8920000000003
661044,Japan,2020,30-34,30,3475.526,3314.219
661045,Japan,2020,35-39,35,3918.085,3747.586
661046,Japan,2020,40-44,40,4307.1990000000005,4161.222
661047,Japan,2020,45-49,45,5088.697,4915.957
661048,Japan,2020,50-54,50,4364.792,4293.819
661049,Japan,2020,55-59,55,3964.5570000000002,3918.347
661050,Japan,2020,60-64,60,3733.454,3762.6679999999997
661051,Japan,2020,65-69,65,4095.95,4283.163
661052,Japan,2020,70-74,70,4312.462,4814.856
661053,Japan,2020,75-79,75,3160.764,3897.2929999999997
661054,Japan,2020,80-84,80,2209.841,3129.208
661055,Japan,2020,85-89,85,1282.7930000000001,2347.551
661056,Japan,2020,90-94,90,495.63199999999995,1290.191
661057,Japan,2020,95-99,95,95.39399999999999,422.131
661058,Japan,2020,100+,100,9.772,68.86399999999999
661059,Japan,2021,0-4,0,2371.478,2246.9410000000003
661060,Japan,2021,5-9,5,2735.92,2592.847
661061,Japan,2021,10-14,10,2852.012,2703.5759999999996
661062,Japan,2021,15-19,15,2910.288,2760.7070000000003
661063,Japan,2021,20-24,20,3055.583,2902.711
661064,Japan,2021,25-29,25,3126.5570000000002,2975.407
661065,Japan,2021,30-34,30,3403.7470000000003,3246.252
661066,Japan,2021,35-39,35,3838.958,3669.195
661067,Japan,2021,40-44,40,4183.095,4039.8979999999997
661068,Japan,2021,45-49,45,5031.371,4860.865
661069,Japan,2021,50-54,50,4512.628,4433.053
661070,Japan,2021,55-59,55,4012.836,3973.843
661071,Japan,2021,60-64,60,3704.0159999999996,3732.011
661072,Japan,2021,65-69,65,3956.3959999999997,4127.682
661073,Japan,2021,70-74,70,4290.099,4777.644
661074,Japan,2021,75-79,75,3294.3959999999997,4039.08
661075,Japan,2021,80-84,80,2253.756,3170.067
661076,Japan,2021,85-89,85,1329.0,2373.054
661077,Japan,2021,90-94,90,549.1,1356.6960000000001
661078,Japan,2021,95-99,95,112.934,459.914
661079,Japan,2021,100+,100,10.392999999999999,74.79
661080,Japan,2022,0-4,0,2323.874,2202.2529999999997
661081,Japan,2022,5-9,5,2680.093,2540.3920000000003
661082,Japan,2022,10-14,10,2844.946,2697.4159999999997
661083,Japan,2022,15-19,15,2897.4359999999997,2749.0640000000003
661084,Japan,2022,20-24,20,3025.5890000000004,2874.636
661085,Japan,2022,25-29,25,3113.232,2963.095
661086,Japan,2022,30-34,30,3333.322,3179.437
661087,Japan,2022,35-39,35,3752.538,3585.902
661088,Japan,2022,40-44,40,4098.4490000000005,3952.687
661089,Japan,2022,45-49,45,4875.255999999999,4715.201
661090,Japan,2022,50-54,50,4698.258,4602.173
661091,Japan,2022,55-59,55,4053.925,4023.862
661092,Japan,2022,60-64,60,3713.428,3739.415
661093,Japan,2022,65-69,65,3824.395,3983.8959999999997
661094,Japan,2022,70-74,70,4202.595,4663.103
